,playerName,primNat,pos,formClub,formNation,newClub,newNation,transferCost,transferYear
3223,Salva Ballesta,Spain,Centre-Forward,Écija Balompié,Spain,Sevilla FC,Spain,200000.0,1996
3224,Petros Marinakis,Greece,Defensive Midfield,Olympiacos Piraeus,Greece,Sevilla FC,Spain,0.0,1996
3225,Luis Miguel Ramis,Spain,Centre-Back,Real Madrid,Spain,Sevilla FC,Spain,0.0,1996
3226,Antonio Gómez,Spain,Midfield,Real Madrid,Spain,Sevilla FC,Spain,0.0,1996
3227,Axel,Brazil,Central Midfield,São Paulo Futebol Clube,Brazil,Sevilla FC,Spain,?,1996
3228,Onésimo Sánchez,Spain,Right Winger,Rayo Vallecano,Spain,Sevilla FC,Spain,?,1996
3229,Thomas Rytter,Denmark,Right-Back,Lyngby BK,Denmark,Sevilla FC,Spain,?,1996
3230,José Luque,Spain,Left Midfield,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,1996
3231,Loren,Spain,Centre-Forward,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,1996
3232,Jesús Galván,Spain,Right-Back,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,1996
3233,Juan Velasco,Spain,Right-Back,Sevilla FC C,Spain,Sevilla FC,Spain,0.0,1996
3234,Asián,Spain,Midfield,Sevilla FC B,Spain,Sevilla FC,Spain,0.0,1996
3235,Davor Suker,Croatia,Centre-Forward,Sevilla FC,Spain,Real Madrid,Spain,3600000.0,1996
3236,Bebeto,Brazil,Centre-Forward,Sevilla FC,Spain,Esporte Clube Vitória,Brazil,3000000.0,1996
3237,Zigor Aranalde,Spain,Left-Back,Sevilla FC,Spain,Albacete Balompié,Spain,225000.0,1996
3238,Petros Marinakis,Greece,Defensive Midfield,Sevilla FC,Spain,OFI Crete FC,Greece,0.0,1996
3239,Gabi Moya,Spain,Midfield,Sevilla FC,Spain,Valencia CF,Spain,0.0,1996
3240,Javi Pineda,Spain,Attacking Midfield,Sevilla FC,Spain,CF Extremadura,Spain,?,1996
3241,Diego,Spain,Centre-Back,Sevilla FC,Spain,Albacete Balompié,Spain,?,1996
3242,Víctor Javier Ferreras,Spain,Right-Back,Sevilla FC,Spain,Hércules CF,Spain,?,1996
3243,Juanito Rodríguez,Spain,Centre-Back,Sevilla FC,Spain,CF Extremadura,Spain,?,1996
3244,Moacir,Brazil,Defensive Midfield,Sevilla FC,Spain,Clube Atlético Mineiro,Brazil,?,1996
3245,Cristian Colusso,Argentina,Attack,Sevilla FC,Spain,Club León FC,Mexico,?,1996
3246,Pedro,Spain,Left-Back,Sevilla FC,Spain,Deportivo Alavés,Spain,?,1996
3247,Quique Estebaranz,Spain,Centre-Forward,Sevilla FC,Spain,CF Extremadura,Spain,?,1996
3248,Yordi,Spain,Centre-Forward,Sevilla FC,Spain,Atlético de Madrid,Spain,?,1996
3249,Diego Klimowicz,Argentina,Centre-Forward,Instituto AC Córdoba,Argentina,Rayo Vallecano,Spain,2160000.0,1996
3250,Horacio Ameli,Argentina,Centre-Back,CA Colon,Argentina,Rayo Vallecano,Spain,400000.0,1996
3251,Fabrice Moreau,Cameroon,Midfield,Sporting Club de Toulon 83,France,Rayo Vallecano,Spain,?,1996
3252,José María López,Spain,Left-Back,CP Mérida,Spain,Rayo Vallecano,Spain,?,1996
3253,Juan Muñiz,Spain,Centre-Back,Sporting Gijón,Spain,Rayo Vallecano,Spain,?,1996
3254,Roberto Peragón,Spain,Right Winger,Rayo Vallecano B,Spain,Rayo Vallecano,Spain,0.0,1996
3255,Valentín Buiza,Spain,Left Midfield,Rayo Vallecano B,Spain,Rayo Vallecano,Spain,0.0,1996
3256,Yassine Abdellaoui,Netherlands,Left Midfield,NAC Breda,Netherlands,Rayo Vallecano,Spain,0.0,1996
3257,Daniel Aquino,Argentina,Centre-Forward,Rayo Vallecano,Spain,Albacete Balompié,Spain,330000.0,1996
3258,Antonio Calderón,Spain,Central Midfield,Rayo Vallecano,Spain,UE Lleida,Spain,?,1996
3259,Edu,Spain,Attack,Rayo Vallecano,Spain,CP Cacereño,Spain,?,1996
3260,José Baroja,Spain,Centre-Back,Rayo Vallecano,Spain,CP Mérida,Spain,?,1996
3261,Onésimo Sánchez,Spain,Right Winger,Rayo Vallecano,Spain,Sevilla FC,Spain,?,1996
3262,Wilfred Agbonavbare,Nigeria,Goalkeeper,Rayo Vallecano,Spain,Écija Balompié,Spain,?,1996
3265,Víctor Fernández,Spain,Centre-Forward,CD Tenerife,Spain,Real Valladolid CF,Spain,750000.0,1996
3266,Júlio César,Brazil,Centre-Back,CD Marathón,Honduras,Real Valladolid CF,Spain,0.0,1996
3267,Dani Ruiz,Spain,Centre-Back,Córdoba CF,Spain,Real Valladolid CF,Spain,?,1996
3268,Edu Manga,Brazil,Left Midfield,Atlético Paranaense,Brazil,Real Valladolid CF,Spain,?,1996
3269,Agustín Elduayen,Spain,Goalkeeper,Deportivo de La Coruña,Spain,Real Valladolid CF,Spain,?,1996
3270,Hárold Lozano,Colombia,Central Midfield,CF América,Mexico,Real Valladolid CF,Spain,?,1996
3271,Rubén Baraja,Spain,Central Midfield,Real Valladolid CF,Spain,Atlético de Madrid B,Spain,0.0,1996
3272,Carlos Pavón,Honduras,Centre-Forward,Real Valladolid CF,Spain,Correcaminos de la UAT,Mexico,0.0,1996
3273,Pedro Fernando Arquero,Spain,Attack,Real Valladolid CF,Spain,CD Numancia,Spain,?,1996
3274,Dani Ruiz,Spain,Centre-Back,Real Valladolid CF,Spain,Córdoba CF,Spain,?,1996
3275,Agustin Vara,Spain,Right-Back,Real Valladolid CF,Spain,Atlético de Madrid B,Spain,?,1996
3276,Manuel Ruano,Spain,Right Midfield,Real Valladolid CF,Spain,Levante UD,Spain,?,1996
3277,Sejad Halilovic,Bosnia-Herzegovina,Central Midfield,Real Valladolid CF,Spain,Hapoel Beer Sheva,Israel,?,1996
3278,José María Cidoncha,Spain,Left-Back,Real Valladolid CF,Spain,Málaga CF,Spain,?,1996
3279,Amado Guevara,Honduras,Attacking Midfield,Real Valladolid CF,Spain,CD Motagua Tegucigalpa,Honduras,?,1996
3281,Rubén Sosa,Uruguay,Centre-Forward,Borussia Dortmund,Germany,CD Logroñés,Spain,0.0,1996
3282,Ivan Adzic,Serbia,Right Midfield,CD Toledo,Spain,CD Logroñés,Spain,0.0,1996
3283,Kelly,Brazil,Attacking Midfield,Clube Atlético Bragantino (SP),Brazil,CD Logroñés,Spain,0.0,1996
3284,Sotero López,Spain,Left-Back,Albacete Balompié,Spain,CD Logroñés,Spain,?,1996
3285,Voro,Spain,Centre-Back,Deportivo de La Coruña,Spain,CD Logroñés,Spain,?,1996
3286,José Luis Morales,Spain,Right Winger,RCD Mallorca,Spain,CD Logroñés,Spain,?,1996
3287,Jochen Kientz,Germany,Centre-Back,RCD Mallorca,Spain,CD Logroñés,Spain,?,1996
3288,Andoni Cedrún,Spain,Goalkeeper,Real Zaragoza,Spain,CD Logroñés,Spain,?,1996
3289,Danilo Baltierra,Uruguay,Midfield,CA Peñarol,Uruguay,CD Logroñés,Spain,?,1996
3290,Tato Abadía,Spain,Left Midfield,SD Compostela,Spain,CD Logroñés,Spain,?,1996
3291,Ricardo Canals,Uruguay,Centre-Back,CA Huracán,Argentina,CD Logroñés,Spain,?,1996
3292,Jorge Aizkorreta,Spain,Goalkeeper,Athletic Bilbao,Spain,CD Logroñés,Spain,?,1996
3293,Marcelo Tejera,Uruguay,Central Midfield,Defensor Sporting Club,Uruguay,CD Logroñés,Spain,?,1996
3294,Ricardo Cavas,Spain,Left-Back,CD Logroñés B (- 2000),Spain,CD Logroñés,Spain,0.0,1996
3295,Pedro Parada,Spain,Left Midfield,CD Logroñés,Spain,Real Murcia CF,Spain,?,1996
3296,Estéfano Izaguirre,Spain,Defence,CD Logroñés,Spain,Almería CF,Spain,?,1996
3297,Arturo,Spain,Defence,CD Logroñés,Spain,Marino Luanco,Spain,?,1996
3298,Felipe Herrero,Spain,Centre-Back,CD Logroñés,Spain,CD Toledo,Spain,?,1996
3299,Óscar Herreros,Spain,Right-Back,CD Logroñés,Spain,CD Numancia,Spain,?,1996
3300,Roberto Matute,Spain,Centre-Forward,CD Logroñés,Spain,GD Chaves,Portugal,?,1996
3301,Antonio Acosta,Spain,Midfield,CD Logroñés,Spain,Getafe CF,Spain,?,1996
3302,Nebojsa Gudelj,Serbia,Left-Back,CD Logroñés,Spain,CD Toledo,Spain,?,1996
3303,Finidi George,Nigeria,Right Winger,Ajax Amsterdam,Netherlands,Real Betis Balompié,Spain,10000000.0,1996
3304,Albert Nadj,Serbia,Defensive Midfield,FK Partizan Belgrade,Serbia,Real Betis Balompié,Spain,3900000.0,1996
3305,Toni Prats,Spain,Goalkeeper,Celta de Vigo,Spain,Real Betis Balompié,Spain,2400000.0,1996
3306,Virgilio Ferreira,Paraguay,Centre-Forward,Club Cerro Porteño,Paraguay,Real Betis Balompié,Spain,1800000.0,1996
3307,Luis Fernández,Spain,Left-Back,Racing Santander,Spain,Real Betis Balompié,Spain,1320000.0,1996
3308,Nenad Bjelica,Croatia,Central Midfield,Albacete Balompié,Spain,Real Betis Balompié,Spain,1200000.0,1996
3309,José Mari,Spain,Attacking Midfield,Real Betis Balompié,Spain,Athletic Bilbao,Spain,1500000.0,1996
3310,Javi Sánchez Jara,Spain,Right-Back,Real Betis Balompié,Spain,Racing Santander,Spain,?,1996
3311,Vlada Stosic,Serbia,Midfield,Real Betis Balompié,Spain,CF Atlante,Mexico,?,1996
3312,José Luis Diezma,Spain,Goalkeeper,Real Betis Balompié,Spain,Celta de Vigo,Spain,?,1996
3313,José Menéndez,Spain,Midfield,Real Betis Balompié,Spain,Albacete Balompié,Spain,?,1996
3314,Vladislav Radimov,Russia,Central Midfield,CSKA Moscow,Russia,Real Zaragoza,Spain,2500000.0,1996
3315,Kily González,Argentina,Left Midfield,CA Boca Juniors,Argentina,Real Zaragoza,Spain,2400000.0,1996
3316,Ander Garitano,Spain,Left Midfield,Athletic Bilbao,Spain,Real Zaragoza,Spain,900000.0,1996
3317,Gilmar,Brazil,Centre-Back,Cruzeiro Esporte Clube,Brazil,Real Zaragoza,Spain,?,1996
3318,Lalo,Spain,Midfield,UD Casetas,Spain,Real Zaragoza,Spain,?,1996
3319,Miquel Soler,Spain,Left-Back,Real Madrid,Spain,Real Zaragoza,Spain,?,1996
3320,Quique Sánchez Flores,Spain,Right-Back,Real Madrid,Spain,Real Zaragoza,Spain,?,1996
3321,Otto Konrad,Austria,Goalkeeper,SV Casino Salzburg,Austria,Real Zaragoza,Spain,?,1996
3322,Fernando Cáceres,Argentina,Centre-Back,Real Zaragoza,Spain,CA Boca Juniors,Argentina,4000000.0,1996
3323,José Aurelio Gay,Spain,Left Midfield,Real Zaragoza,Spain,Real Oviedo,Spain,0.0,1996
3324,Paqui,Spain,Left-Back,Real Zaragoza,Spain,Hércules CF,Spain,?,1996
3325,Andoni Cedrún,Spain,Goalkeeper,Real Zaragoza,Spain,CD Logroñés,Spain,?,1996
3326,Sergio Berti,Argentina,Left Midfield,Real Zaragoza,Spain,CA River Plate,Argentina,?,1996
3327,José Luis Loreto,Spain,Centre-Forward,Real Zaragoza,Spain,Córdoba CF,Spain,?,1996
3328,Ronaldo,Brazil,Centre-Forward,PSV Eindhoven,Netherlands,FC Barcelona,Spain,15000000.0,1996
3329,Vítor Baía,Portugal,Goalkeeper,FC Porto,Portugal,FC Barcelona,Spain,6500000.0,1996
3330,Giovanni,Brazil,Attacking Midfield,Santos FC,Brazil,FC Barcelona,Spain,5500000.0,1996
3331,Fernando Couto,Portugal,Centre-Back,AC Parma,Italy,FC Barcelona,Spain,5500000.0,1996
3332,Laurent Blanc,France,Centre-Back,AJ Auxerre,France,FC Barcelona,Spain,4600000.0,1996
3333,Emmanuel Amunike,Nigeria,Left Winger,Sporting CP,Portugal,FC Barcelona,Spain,3000000.0,1996
3334,Hristo Stoichkov,Bulgaria,Left Winger,AC Parma,Italy,FC Barcelona,Spain,2400000.0,1996
3335,Luis Enrique,Spain,Right Midfield,Real Madrid,Spain,FC Barcelona,Spain,0.0,1996
3336,Juan Antonio Pizzi,Spain,Centre-Forward,CD Tenerife,Spain,FC Barcelona,Spain,0.0,1996
3337,Albert Celades,Spain,Defensive Midfield,FC Barcelona B,Spain,FC Barcelona,Spain,0.0,1996
3338,Gheorghe Hagi,Romania,Attacking Midfield,FC Barcelona,Spain,Galatasaray,Turkey,3750000.0,1996
3339,Meho Kodro,Bosnia-Herzegovina,Centre-Forward,FC Barcelona,Spain,CD Tenerife,Spain,3000000.0,1996
3340,Jordi Cruyff,Netherlands,Attacking Midfield,FC Barcelona,Spain,Manchester United,England,2500000.0,1996
3341,Robert Prosinecki,Croatia,Central Midfield,FC Barcelona,Spain,Sevilla FC,Spain,1670000.0,1996
3342,José Mari Bakero,Spain,Attacking Midfield,FC Barcelona,Spain,Tiburones Rojos de Veracruz,Mexico,0.0,1996
3343,Lluís Carreras,Spain,Left-Back,FC Barcelona,Spain,RCD Mallorca,Spain,?,1996
3344,Jesús Angoy,Spain,Goalkeeper,FC Barcelona,Spain,Córdoba CF,Spain,?,1996
3345,Sá Pinto,Portugal,Centre-Forward,Sporting CP,Portugal,Real Sociedad,Spain,3600000.0,1997
3346,Dietmar Kühbauer,Austria,Central Midfield,Rapid Vienna,Austria,Real Sociedad,Spain,600000.0,1997
3347,Mikel Antía,Spain,Centre-Back,Real Valladolid CF,Spain,Real Sociedad,Spain,?,1997
3348,Iker Sarriegi,Spain,Centre-Back,SD Eibar,Spain,Real Sociedad,Spain,?,1997
3349,Aitor López Rekarte,Spain,Right-Back,Real Sociedad B,Spain,Real Sociedad,Spain,0.0,1997
3350,Joachim Yaw,Ghana,Midfield,Real Sociedad,Spain,Hércules CF,Spain,?,1997
3351,Jokin Uria,Spain,Left-Back,Real Sociedad,Spain,SD Eibar,Spain,?,1997
3352,Alberto Albistegui,Spain,Centre-Back,Real Sociedad,Spain,Deportivo Alavés,Spain,?,1997
3353,Raúl Iglesias,Spain,Goalkeeper,Real Sociedad,Spain,CD Toledo,Spain,?,1997
3354,Iván Gabrich,Argentina,Centre-Forward,Ajax Amsterdam,Netherlands,CP Mérida,Spain,3010000.0,1997
3355,Gonzalo de los Santos,Uruguay,Defensive Midfield,CA Peñarol,Uruguay,CP Mérida,Spain,1320000.0,1997
3356,Marcos Martín,Spain,Defensive Midfield,Sevilla FC,Spain,CP Mérida,Spain,960000.0,1997
3357,Juan Sabas,Spain,Centre-Forward,Real Betis Balompié,Spain,CP Mérida,Spain,751000.0,1997
3358,José Cortés,Spain,Right-Back,CF Extremadura,Spain,CP Mérida,Spain,0.0,1997
3359,David Ávila,Spain,Attack,FC Barcelona C,Spain,CP Mérida,Spain,?,1997
3360,Jaime Molina,Spain,Centre-Back,RCD Espanyol Barcelona,Spain,CP Mérida,Spain,?,1997
3361,Ramón de Quintana,Spain,Centre-Back,Rayo Vallecano,Spain,CP Mérida,Spain,?,1997
3362,Manuel Ruano,Spain,Right Midfield,Levante UD,Spain,CP Mérida,Spain,?,1997
3363,Pirri Mori,Spain,Attacking Midfield,SD Compostela,Spain,CP Mérida,Spain,?,1997
3364,Carlos Navarro Montoya,Colombia,Goalkeeper,CA Boca Juniors,Argentina,CP Mérida,Spain,?,1997
3365,Manuel Canabal,Spain,Centre-Forward,CP Mérida,Spain,Real Madrid,Spain,4810000.0,1997
3366,Carlos Barraso,Spain,Attack,CP Mérida,Spain,Xerez CD,Spain,0.0,1997
3367,Ángel Morales,Argentina,Attacking Midfield,CP Mérida,Spain,UC Sampdoria,Italy,?,1997
3368,José Baroja,Spain,Centre-Back,CP Mérida,Spain,Albacete Balompié,Spain,?,1997
3369,Sergio Barila,Equatorial Guinea,Left-Back,CP Mérida,Spain,Levante UD,Spain,?,1997
3370,David Ávila,Spain,Attack,CP Mérida,Spain,CD Toledo,Spain,?,1997
3371,Luis Miguel Olivar,Spain,Midfield,CP Mérida,Spain,CF Fuenlabrada,Spain,?,1997
3372,Virgilio Hernández,Spain,Left-Back,CP Mérida,Spain,Córdoba CF,Spain,?,1997
3373,Francisco Leal,Spain,Goalkeeper,CP Mérida,Spain,Deportivo Alavés,Spain,?,1997
3374,Tete,Spain,Goalkeeper,CP Mérida,Spain,RC Deportivo B,Spain,?,1997
3375,Remco Torken,Netherlands,Attack,CP Mérida,Spain,KSK Beveren (- 2010),Belgium,?,1997
3376,Jerzy Podbrozny,Poland,Centre-Forward,CP Mérida,Spain,CD Toledo,Spain,?,1997
3377,Miguel Ángel Meneses,Spain,Attack,CP Mérida,Spain,Moralo CP,Spain,?,1997
3378,Chema,Spain,Centre-Back,CP Mérida,Spain,Levante UD,Spain,?,1997
3382,René Ponk,Netherlands,Goalkeeper,FC Utrecht,Netherlands,SD Compostela,Spain,0.0,1997
3383,Rodrigo Vilariño,Argentina,Midfield,CA River Plate,Argentina,SD Compostela,Spain,?,1997
3384,Xose Carlos,Spain,Goalkeeper,Arosa SC,Spain,SD Compostela,Spain,?,1997
3385,Borja Agirretxu,Spain,Left-Back,Celta de Vigo,Spain,SD Compostela,Spain,?,1997
3386,Romano Sion,Netherlands,Centre-Forward,SBV Emmen,Netherlands,SD Compostela,Spain,?,1997
3387,Jean-François Hernandez,France,Centre-Back,Olympique de Marseille B,France,SD Compostela,Spain,?,1997
3388,Oskar Tabuenka,Spain,Centre-Back,Athletic Bilbao,Spain,SD Compostela,Spain,?,1997
3389,Bent Christensen,Denmark,Centre-Forward,SD Compostela,Spain,Genclerbirligi Ankara,Turkey,0.0,1997
3390,Carlos Sastre,Spain,Midfield,SD Compostela,Spain,Rayo Vallecano,Spain,?,1997
3391,Pirri Mori,Spain,Attacking Midfield,SD Compostela,Spain,CP Mérida,Spain,?,1997
3392,Iñaki Eraña,Spain,Left Midfield,SD Compostela,Spain,CF Extremadura,Spain,?,1997
3393,Javier Falagán,Spain,Goalkeeper,SD Compostela,Spain,Hércules CF,Spain,?,1997
3394,Manuel Mosquera,Spain,Centre-Forward,SD Compostela,Spain,CF Extremadura,Spain,?,1997
3395,José Manuel Galdames,Spain,Centre-Back,SD Compostela,Spain,FC Toulouse,France,?,1997
3396,Festus Agu,Nigeria,Centre-Forward,SD Compostela,Spain,FSV Optik Rathenow,Germany,?,1997
3398,Julio Dely Valdés,Panama,Centre-Forward,Paris Saint-Germain,France,Real Oviedo,Spain,2100000.0,1997
3399,José María Buljubasich,Argentina,Goalkeeper,CA Rosario Central,Argentina,Real Oviedo,Spain,?,1997
3400,Juan González,Uruguay,Centre-Forward,Club Nacional,Uruguay,Real Oviedo,Spain,?,1997
3401,Joyce Moreno,Spain,Centre-Back,Real Madrid B,Spain,Real Oviedo,Spain,?,1997
3402,Dani Pendín,Argentina,Defensive Midfield,CA Central Cordoba (Rosario),Argentina,Real Oviedo,Spain,?,1997
3403,Roberto Pompei,Argentina,Attacking Midfield,Racing Club,Argentina,Real Oviedo,Spain,?,1997
3404,Esteban,Spain,Goalkeeper,Real Oviedo B,Spain,Real Oviedo,Spain,0.0,1997
3405,Oli,Spain,Centre-Forward,Real Oviedo,Spain,Real Betis Balompié,Spain,6600000.0,1997
3406,Thomas Christiansen,Spain,Centre-Forward,Real Oviedo,Spain,Villarreal CF,Spain,540000.0,1997
3407,Nebojsa Scepanovic,Montenegro,Midfield,Real Oviedo,Spain,Paniliakos Pyrgos,Greece,0.0,1997
3408,José Aurelio Gay,Spain,Left Midfield,Real Oviedo,Spain,CD Toledo,Spain,0.0,1997
3409,Rafa González,Spain,Goalkeeper,Real Oviedo,Spain,Málaga CF,Spain,0.0,1997
3410,Carlos Cano,Spain,Goalkeeper,Real Oviedo,Spain,Albacete Balompié,Spain,?,1997
3411,Roberto Suárez,Spain,Central Midfield,Real Oviedo,Spain,Levante UD,Spain,?,1997
3412,Juan José Borrelli,Argentina,Attacking Midfield,Real Oviedo,Spain,CA River Plate,Argentina,?,1997
3413,Roberto Trotta,Argentina,Centre-Back,CA River Plate,Argentina,Sporting Gijón,Spain,2000000.0,1997
3414,Antonio Poyatos,Spain,Left Midfield,Valencia CF,Spain,Sporting Gijón,Spain,1200000.0,1997
3415,Cezary Kucharski,Poland,Centre-Forward,Legia Warszawa,Poland,Sporting Gijón,Spain,0.0,1997
3416,Fredi,Spain,Left Midfield,CA Osasuna,Spain,Sporting Gijón,Spain,?,1997
3417,Vladimir Popovic,Montenegro,Attack,FK Zemun,Serbia,Sporting Gijón,Spain,?,1997
3418,Mingo,Spain,Left-Back,FC Barcelona B,Spain,Sporting Gijón,Spain,?,1997
3419,Dragoje Lekovic,Serbia,Goalkeeper,Kilmarnock FC,Scotland,Sporting Gijón,Spain,?,1997
3420,Aleksey Kosolapov,Russia,Central Midfield,Lokomotiv Moscow,Russia,Sporting Gijón,Spain,?,1997
3421,Rodrigão,Brazil,Defensive Midfield,SC Braga,Portugal,Sporting Gijón,Spain,?,1997
3422,Rubén Blaya,Spain,Centre-Forward,Sporting de Gijón B ,Spain,Sporting Gijón,Spain,0.0,1997
3423,Óscar Fernández,Spain,Central Midfield,Sporting de Gijón B ,Spain,Sporting Gijón,Spain,0.0,1997
3424,Manolo Sánchez,Spain,Left-Back,Sporting de Gijón B ,Spain,Sporting Gijón,Spain,0.0,1997
3425,Pablo Amo,Spain,Centre-Back,Sporting de Gijón B ,Spain,Sporting Gijón,Spain,0.0,1997
3426,Marcos Vales,Spain,Right Midfield,Sporting Gijón,Spain,Real Zaragoza,Spain,1200000.0,1997
3427,Cezary Kucharski,Poland,Centre-Forward,Sporting Gijón,Spain,Legia Warszawa,Poland,0.0,1997
3428,Aitor Tornavaca,Spain,Left-Back,Sporting Gijón,Spain,CD Leganés,Spain,0.0,1997
3429,Fernando Giner,Spain,Centre-Back,Sporting Gijón,Spain,Hércules CF,Spain,?,1997
3430,Francisco Oliete,Spain,Left-Back,Sporting Gijón,Spain,UE Lleida,Spain,?,1997
3431,Souza,Brazil,Midfield,Sporting Gijón,Spain,Esporte Clube Bahia,Brazil,?,1997
3432,Hugo Pérez,Argentina,Right Midfield,Sporting Gijón,Spain,Club Estudiantes de La Plata,Argentina,?,1997
3433,Aleksey Kosolapov,Russia,Central Midfield,Sporting Gijón,Spain,Lokomotiv Moscow,Russia,?,1997
3434,Rónald Gómez,Costa Rica,Centre-Forward,Sporting Gijón,Spain,Hércules CF,Spain,?,1997
3435,Walter Silvani,Argentina,Centre-Forward,CF Extremadura,Spain,UD Salamanca,Spain,1800000.0,1997
3436,Gabriel Popescu,Romania,Attacking Midfield,Universitatea Craiova,Romania,UD Salamanca,Spain,1200000.0,1997
3437,Bogdan Stelea,Romania,Goalkeeper,Steaua Bucharest,Romania,UD Salamanca,Spain,900000.0,1997
3438,Dubravko Pavlicic,Croatia,Centre-Back,Hércules CF,Spain,UD Salamanca,Spain,90000.0,1997
3439,Gustavo Lombardi,Argentina,Right-Back,CA River Plate,Argentina,UD Salamanca,Spain,?,1997
3440,Marco Lanna,Italy,Centre-Back,AS Roma,Italy,UD Salamanca,Spain,?,1997
3441,Ronen Harazi,Israel,Centre-Forward,Beitar Jerusalem,Israel,UD Salamanca,Spain,?,1997
3442,Tulipa,Portugal,Attacking Midfield,Boavista FC,Portugal,UD Salamanca,Spain,?,1997
3443,Rogério,Portugal,Defensive Midfield,CF Os Belenenses,Portugal,UD Salamanca,Spain,?,1997
3444,Axel Smeets,Belgium,Right-Back,KAA Gent,Belgium,UD Salamanca,Spain,?,1997
3445,Tom,Spain,Goalkeeper,UD Salamanca U19 (- 2013),Spain,UD Salamanca,Spain,0.0,1997
3446,Hermes Desio,Argentina,Defensive Midfield,UD Salamanca,Spain,Deportivo Alavés,Spain,?,1997
3447,César Villafañe,Spain,Right Midfield,UD Salamanca,Spain,Cultural Leonesa,Spain,?,1997
3448,Miguel,Spain,Defence,UD Salamanca,Spain,UE Lleida,Spain,?,1997
3449,Miguel Torrecilla,Spain,Centre-Back,UD Salamanca,Spain,Elche CF,Spain,?,1997
3450,Nuno Afonso,Portugal,Centre-Back,UD Salamanca,Spain,Vitória Setúbal FC,Portugal,?,1997
3451,Tulipa,Portugal,Attacking Midfield,UD Salamanca,Spain,SC Salgueiros,Portugal,?,1997
3452,Agostinho,Portugal,Left Winger,UD Salamanca,Spain,UD Las Palmas,Spain,?,1997
3453,Marcelinho Carioca,Brazil,Attacking Midfield,Sport Club Corinthians Paulista,Brazil,Valencia CF,Spain,5200000.0,1997
3454,Moussa Saïb,Algeria,Left Midfield,AJ Auxerre,France,Valencia CF,Spain,4300000.0,1997
3455,Amedeo Carboni,Italy,Left-Back,AS Roma,Italy,Valencia CF,Spain,4000000.0,1997
3456,Adrian Ilie,Romania,Centre-Forward,Galatasaray,Turkey,Valencia CF,Spain,3750000.0,1997
3457,Chemo del Solar,Peru,Central Midfield,Celta de Vigo,Spain,Valencia CF,Spain,2700000.0,1997
3458,Juanfran,Spain,Left-Back,Levante UD,Spain,Valencia CF,Spain,1200000.0,1997
3459,Jocelyn Angloma,Guadeloupe,Right-Back,FC Internazionale,Italy,Valencia CF,Spain,1200000.0,1997
3460,Gustavo Campagnuolo,Argentina,Goalkeeper,Club Deportivo Español,Argentina,Valencia CF,Spain,600000.0,1997
3461,Gerard López,Spain,Central Midfield,FC Barcelona B,Spain,Valencia CF,Spain,150000.0,1997
3462,Nicolás Olivera,Uruguay,Second Striker,Defensor Sporting Club,Uruguay,Valencia CF,Spain,4000.0,1997
3463,Miroslav Djukic,Serbia,Centre-Back,Deportivo de La Coruña,Spain,Valencia CF,Spain,0.0,1997
3464,Guillermo Morigi,Argentina,Left Midfield,CA Vélez Sarsfield,Argentina,Valencia CF,Spain,?,1997
3465,Luis Milla,Spain,Central Midfield,Real Madrid,Spain,Valencia CF,Spain,?,1997
3466,Miguel Ángel Angulo,Spain,Second Striker,Valencia CF B,Spain,Valencia CF,Spain,0.0,1997
