,playerName,primNat,pos,formClub,formNation,newClub,newNation,transferCost,transferYear
5567,Francisco Maldonado,Spain,Attacking Midfield,Real Betis B,Spain,Real Betis Balompié,Spain,0.0,2003
5568,Toni Doblas,Spain,Goalkeeper,Real Betis B,Spain,Real Betis Balompié,Spain,0.0,2003
5569,Iulian Filipescu,Romania,Centre-Back,Real Betis Balompié,Spain,FC Zürich,Switzerland,0.0,2003
5570,César de Loma,Spain,Left Midfield,Real Betis Balompié,Spain,Córdoba CF,Spain,?,2003
5571,Calado,Portugal,Central Midfield,Real Betis Balompié,Spain,Polideportivo Ejido,Spain,?,2003
5572,Gabriel Milito,Argentina,Centre-Back,CA Independiente,Argentina,Real Zaragoza,Spain,3500000.0,2003
5573,Leonardo Ponzio,Argentina,Defensive Midfield,CA Newell's Old Boys,Argentina,Real Zaragoza,Spain,2300000.0,2003
5574,Álvaro,Brazil,Centre-Back,UD Las Palmas,Spain,Real Zaragoza,Spain,0.0,2003
5575,Juanjo Camacho,Spain,Attacking Midfield,Livingston FC,Scotland,Real Zaragoza,Spain,0.0,2003
5576,Sávio,Brazil,Left Winger,Real Madrid,Spain,Real Zaragoza,Spain,0.0,2003
5577,Slobodan Komljenovic,Serbia,Centre-Back,Real Zaragoza,Spain,SV Wacker Burghausen,Germany,0.0,2003
5578,Iban Espadas,Spain,Centre-Forward,Real Zaragoza,Spain,Cádiz CF,Spain,?,2003
5582,Ronaldinho,Brazil,Left Winger,Paris Saint-Germain,France,FC Barcelona,Spain,32250000.0,2003
5583,Ricardo Quaresma,Portugal,Right Winger,Sporting CP,Portugal,FC Barcelona,Spain,6350000.0,2003
5584,Rafa Márquez,Mexico,Centre-Back,AS Monaco,France,FC Barcelona,Spain,5250000.0,2003
5585,Rüstü Recber,Turkey,Goalkeeper,Fenerbahce,Turkey,FC Barcelona,Spain,0.0,2003
5586,Sergio García,Spain,Centre-Forward,FC Barcelona B,Spain,FC Barcelona,Spain,0.0,2003
5587,Óscar López,Spain,Right-Back,FC Barcelona B,Spain,FC Barcelona,Spain,0.0,2003
5588,Frank de Boer,Netherlands,Centre-Back,FC Barcelona,Spain,Galatasaray,Turkey,0.0,2003
5589,Patrik Andersson,Sweden,Centre-Back,FC Barcelona,Spain,Malmö FF,Sweden,0.0,2003
5590,Roberto Bonano,Argentina,Goalkeeper,FC Barcelona,Spain,Real Murcia CF,Spain,0.0,2003
5591,Geovanni,Brazil,Attacking Midfield,FC Barcelona,Spain,SL Benfica,Portugal,0.0,2003
5592,Alfonso,Spain,Centre-Forward,FC Barcelona,Spain,Real Betis Balompié,Spain,0.0,2003
5593,Philippe Christanval,France,Centre-Back,FC Barcelona,Spain,Olympique Marseille,France,0.0,2003
5594,Mikel Arteta,Spain,Central Midfield,Rangers FC,Scotland,Real Sociedad,Spain,4000000.0,2004
5595,Jérémie Bréchet,France,Centre-Back,FC Internazionale,Italy,Real Sociedad,Spain,1500000.0,2004
5596,Rossato,Brazil,Left-Back,FC Porto,Portugal,Real Sociedad,Spain,1000000.0,2004
5597,Gari Uranga,Spain,Attacking Midfield,Getafe CF,Spain,Real Sociedad,Spain,0.0,2004
5598,Oskitz Estefanía,Spain,Left Winger,Real Sociedad B,Spain,Real Sociedad,Spain,0.0,2004
5599,Javier Garrido,Spain,Left-Back,Real Sociedad B,Spain,Real Sociedad,Spain,0.0,2004
5600,Juan Domínguez,Spain,Attacking Midfield,Real Sociedad U19,Spain,Real Sociedad,Spain,0.0,2004
5601,Xabi Alonso,Spain,Defensive Midfield,Real Sociedad,Spain,Liverpool FC,England,16000000.0,2004
5602,Agustín Aranzabal,Spain,Left-Back,Real Sociedad,Spain,Real Zaragoza,Spain,800000.0,2004
5603,Javi de Pedro,Spain,Left Midfield,Real Sociedad,Spain,Blackburn Rovers,England,0.0,2004
5604,Zuhaitz Gurrutxaga,Spain,Centre-Back,Real Sociedad,Spain,Algeciras CF,Spain,0.0,2004
5605,Bjørn Tore Kvarme,Norway,Centre-Back,Real Sociedad,Spain,SC Bastia,France,0.0,2004
5606,Gabriel Schürrer,Argentina,Centre-Back,Real Sociedad,Spain,Olympiacos Piraeus,Greece,0.0,2004
5607,Galder Zubizarreta,Spain,Centre-Back,Real Sociedad,Spain,Burgos CF,Spain,?,2004
5608,Diego Rivas,Spain,Central Midfield,Atlético de Madrid,Spain,Getafe CF,Spain,0.0,2004
5609,Javier Sanchez Broto,Spain,Goalkeeper,Real Murcia CF,Spain,Getafe CF,Spain,0.0,2004
5610,David Belenguer,Spain,Centre-Back,Real Betis Balompié,Spain,Getafe CF,Spain,0.0,2004
5611,Riki,Spain,Centre-Forward,Real Madrid B,Spain,Getafe CF,Spain,0.0,2004
5612,Rubén Pulido,Spain,Centre-Back,Rayo Vallecano,Spain,Getafe CF,Spain,0.0,2004
5613,Mariano Pernía,Spain,Left-Back,CA Independiente,Argentina,Getafe CF,Spain,0.0,2004
5614,Martín Ariel Vitali,Argentina,Right-Back,CD Leganés,Spain,Getafe CF,Spain,?,2004
5615,Jaime Asen,Spain,Centre-Forward,AD Alcorcón,Spain,Getafe CF,Spain,?,2004
5616,Daniel Komé,Cameroon,Right Winger,CD Numancia,Spain,Getafe CF,Spain,?,2004
5617,Yordi,Spain,Centre-Forward,Real Zaragoza,Spain,Getafe CF,Spain,?,2004
5618,Ángel Castro,Spain,Attack,Getafe CF,Spain,CD Leganés,Spain,0.0,2004
5619,Gari Uranga,Spain,Attacking Midfield,Getafe CF,Spain,Real Sociedad,Spain,0.0,2004
5620,Míchel,Spain,Centre-Forward,Getafe CF,Spain,UD Almería,Spain,0.0,2004
5621,Nacho Triguero,Spain,Goalkeeper,Getafe CF,Spain,CD Mostoles,Spain,0.0,2004
5622,Noé Calleja,Spain,Goalkeeper,Getafe CF,Spain,Algeciras CF,Spain,?,2004
5623,Marc Bernaus,Andorra,Left-Back,Getafe CF,Spain,Elche CF,Spain,?,2004
5624,Miguel Ángel,Spain,Attack,Getafe CF,Spain,AD Alcorcón,Spain,?,2004
5625,Txema Alonso,Spain,Centre-Back,Getafe CF,Spain,UE Lleida,Spain,?,2004
5626,Jean Blaise Bouli,Cameroon,Right Winger,Getafe CF,Spain,Dinamo Bryansk,Russia,?,2004
5627,Martín Ariel Vitali,Argentina,Right-Back,Getafe CF,Spain,Racing Club,Argentina,?,2004
5628,Vladimir Manchev,Bulgaria,Centre-Forward,LOSC Lille,France,Levante UD,Spain,2200000.0,2004
5629,Diego Camacho,Spain,Defensive Midfield,Recreativo Huelva,Spain,Levante UD,Spain,600000.0,2004
5630,Juanma,Spain,Right Winger,Málaga CF B,Spain,Levante UD,Spain,600000.0,2004
5631,Pablo Cavallero,Argentina,Goalkeeper,Celta de Vigo,Spain,Levante UD,Spain,0.0,2004
5632,Ian Harte,Ireland,Left-Back,Leeds United,England,Levante UD,Spain,0.0,2004
5633,Nacho,Spain,Left-Back,Málaga CF B,Spain,Levante UD,Spain,0.0,2004
5634,Johan Mjällby,Sweden,Centre-Back,Celtic FC,Scotland,Levante UD,Spain,0.0,2004
5635,José Antonio Culebras,Spain,Centre-Back,CD Numancia,Spain,Levante UD,Spain,?,2004
5636,Sérvulo Muñoz,Spain,Attack,Levante UD,Spain,Córdoba CF,Spain,0.0,2004
5637,Emilio Rentería,Venezuela,Centre-Forward,Levante UD,Spain,Deportivo Italchacao,Venezuela,0.0,2004
5638,Santiago Carpintero,Spain,Central Midfield,Levante UD,Spain,Deportivo Alavés,Spain,0.0,2004
5639,Tito Blanco,Spain,Midfield,Levante UD,Spain,Alicante CF,Spain,0.0,2004
5640,Ángel Lekunberri,Spain,Midfield,Levante UD,Spain,UP Langreo,Spain,?,2004
5643,Juanra,Spain,Right-Back,Levante UD,Spain,Levante UD B,Spain,0.0,2004
5645,Aldo Osorio,Argentina,Centre-Forward,US Lecce,Italy,CD Numancia,Spain,500000.0,2004
5646,Nelson San Martín,Chile,Central Midfield,Club Universidad de Chile,Chile,CD Numancia,Spain,220000.0,2004
5647,Silvio González,Argentina,Centre-Forward,Córdoba CF,Spain,CD Numancia,Spain,0.0,2004
5648,Konstantinos Kiassos,Greece,Central Midfield,Iraklis Thessaloniki,Greece,CD Numancia,Spain,0.0,2004
5649,Miguel Ángel López,Spain,Centre-Forward,Sporting Gijón,Spain,CD Numancia,Spain,0.0,2004
5650,Juanlu,Spain,Left Midfield,Hércules CF,Spain,CD Numancia,Spain,0.0,2004
5651,Stéphane Pignol,France,Right-Back,UD Almería,Spain,CD Numancia,Spain,0.0,2004
5652,Juan Ochoa,Spain,Centre-Back,Deportivo Alavés,Spain,CD Numancia,Spain,0.0,2004
5653,Juanma Barrero,Spain,Goalkeeper,Atlético de Madrid,Spain,CD Numancia,Spain,0.0,2004
5654,César Palacios,Spain,Central Midfield,CA Osasuna,Spain,CD Numancia,Spain,0.0,2004
5655,Juanpa,Spain,Right-Back,UD Salamanca,Spain,CD Numancia,Spain,?,2004
5656,Pablo Sanz,Spain,Defensive Midfield,Rayo Vallecano,Spain,CD Numancia,Spain,?,2004
5657,Julio Pineda,Spain,Centre-Forward,Xerez CD,Spain,CD Numancia,Spain,?,2004
5658,Luis Tevenet,Spain,Centre-Forward,Algeciras CF,Spain,CD Numancia,Spain,?,2004
5659,Patricio Graff,Argentina,Left-Back,Rayo Vallecano,Spain,CD Numancia,Spain,?,2004
5660,Rafa Jordá,Spain,Centre-Forward,CD Numancia B,Spain,CD Numancia,Spain,0.0,2004
5661,Luis García,Spain,Goalkeeper,CD Numancia,Spain,Real Zaragoza,Spain,450000.0,2004
5662,Pulido Senderos,Spain,Central Midfield,CD Numancia,Spain,Real Murcia CF,Spain,180000.0,2004
5663,Laurentiu Rosu,Romania,Left Winger,CD Numancia,Spain,Recreativo Huelva,Spain,0.0,2004
5664,Aldo Osorio,Argentina,Centre-Forward,CD Numancia,Spain,Quilmes Atlético Club,Argentina,0.0,2004
5665,Konstantinos Kiassos,Greece,Central Midfield,CD Numancia,Spain,Panionios Athens,Greece,0.0,2004
5666,Alberto Toril,Spain,Right Midfield,CD Numancia,Spain,CD Quintanar del Rey,Spain,0.0,2004
5667,Nelson San Martín,Chile,Central Midfield,CD Numancia,Spain,Unión San Felipe,Chile,0.0,2004
5668,Sergio Sestelo,Spain,Centre-Forward,CD Numancia,Spain,Club Atlético de Ceuta,Spain,0.0,2004
5669,Daniel Fagiani,Argentina,Left-Back,CD Numancia,Spain,CD Tenerife,Spain,?,2004
5670,Rafael Riaño,Spain,Midfield,CD Numancia,Spain,UD Las Palmas,Spain,?,2004
5671,Daniel Komé,Cameroon,Right Winger,CD Numancia,Spain,Getafe CF,Spain,?,2004
5672,José Antonio Culebras,Spain,Centre-Back,CD Numancia,Spain,Levante UD,Spain,?,2004
5673,Juan Pedro,Spain,Defence,CD Numancia,Spain,Rayo Vallecano,Spain,?,2004
5676,Jordi Ferrón,Spain,Right-Back,Real Zaragoza,Spain,Albacete Balompié,Spain,0.0,2004
5677,Pinda,Spain,Goalkeeper,Atlético de Madrid,Spain,Albacete Balompié,Spain,0.0,2004
5678,Jaime,Spain,Defensive Midfield,Deportivo de La Coruña,Spain,Albacete Balompié,Spain,0.0,2004
5679,Mark González,Chile,Left Winger,CD Universidad Católica,Chile,Albacete Balompié,Spain,0.0,2004
5680,Albert Cano,Spain,Central Midfield,RCD Mallorca B,Spain,Albacete Balompié,Spain,0.0,2004
5681,Luismi,Spain,Second Striker,RCD Espanyol Barcelona,Spain,Albacete Balompié,Spain,0.0,2004
5682,Antonio Pacheco,Uruguay,Second Striker,FC Internazionale,Italy,Albacete Balompié,Spain,?,2004
5683,Rubén Reyes,Spain,Central Midfield,Villarreal CF,Spain,Albacete Balompié,Spain,?,2004
5684,Javi Jiménez,Spain,Defensive Midfield,Real Valladolid CF,Spain,Albacete Balompié,Spain,?,2004
5685,Francisco Rodríguez,Spain,Centre-Forward,UD Almería,Spain,Albacete Balompié,Spain,?,2004
5686,Ronny Gaspercic,Belgium,Goalkeeper,Real Betis Balompié,Spain,Albacete Balompié,Spain,?,2004
5687,Mingo,Spain,Left-Back,Real Betis Balompié,Spain,Albacete Balompié,Spain,?,2004
5688,Pablo Ibáñez,Spain,Centre-Back,Albacete Balompié,Spain,Atlético de Madrid,Spain,3000000.0,2004
5689,Gustavo Siviero,Argentina,Centre-Back,Albacete Balompié,Spain,CA Colon,Argentina,0.0,2004
5690,Ludovic Delporte,France,Left Winger,Albacete Balompié,Spain,CA Osasuna,Spain,0.0,2004
5691,Cacá,Brazil,Centre-Forward,Albacete Balompié,Spain,UD Las Palmas,Spain,0.0,2004
5692,Joaquín Moso,Spain,Goalkeeper,Albacete Balompié,Spain,Pontevedra CF,Spain,0.0,2004
5693,Basti,Spain,Centre-Forward,Albacete Balompié,Spain,Xerez CD,Spain,0.0,2004
5694,Pedro Hernández,Spain,Right-Back,Albacete Balompié,Spain,Ciudad de Murcia,Spain,?,2004
5695,Lawal,Nigeria,Right Midfield,Albacete Balompié,Spain,Xerez CD,Spain,?,2004
5696,Carlos Roa,Argentina,Goalkeeper,Albacete Balompié,Spain,Career break,N/A,0.0,2004
5697,Paulo Wanchope,Costa Rica,Centre-Forward,Manchester City,England,Málaga CF,Spain,750000.0,2004
5698,Fernando Baiano,Brazil,Centre-Forward,AD São Caetano (SP),Brazil,Málaga CF,Spain,?,2004
5699,Márcio Amoroso,Brazil,Centre-Forward,Without Club,N/A,Málaga CF,Spain,0.0,2004
5700,César Navas,Spain,Centre-Back,Málaga CF B,Spain,Málaga CF,Spain,0.0,2004
5701,Josemi,Spain,Centre-Back,Málaga CF,Spain,Liverpool FC,England,3000000.0,2004
5702,Koke,Spain,Centre-Forward,Málaga CF,Spain,Olympique Marseille,France,700000.0,2004
5703,Manuel Canabal,Spain,Centre-Forward,Málaga CF,Spain,Pontevedra CF,Spain,0.0,2004
5704,Roberto Rojas,Spain,Right-Back,Málaga CF,Spain,Rayo Vallecano,Spain,0.0,2004
5705,Ivan Leko,Croatia,Attacking Midfield,Málaga CF,Spain,HNK Hajduk Split,Croatia,0.0,2004
5706,Diego Alonso,Uruguay,Centre-Forward,Málaga CF,Spain,UNAM Pumas,Mexico,?,2004
5707,Luciano Figueroa,Argentina,Centre-Forward,CD Cruz Azul,Mexico,Villarreal CF,Spain,6200000.0,2004
5708,Diego Forlán,Uruguay,Centre-Forward,Manchester United,England,Villarreal CF,Spain,3200000.0,2004
5709,Gonzalo Rodríguez,Argentina,Centre-Back,CA San Lorenzo de Almagro,Argentina,Villarreal CF,Spain,2500000.0,2004
5710,Juan Pablo Sorín,Argentina,Left-Back,Cruzeiro Esporte Clube,Brazil,Villarreal CF,Spain,1500000.0,2004
5711,Juan Manuel Peña,Bolivia,Centre-Back,Real Valladolid CF,Spain,Villarreal CF,Spain,1400000.0,2004
5712,Armando Sá,Mozambique,Right-Back,SL Benfica,Portugal,Villarreal CF,Spain,1000000.0,2004
5713,Héctor Font,Spain,Central Midfield,Villarreal CF B,Spain,Villarreal CF,Spain,0.0,2004
5714,Santi Cazorla,Spain,Central Midfield,Villarreal CF B,Spain,Villarreal CF,Spain,0.0,2004
5715,Juliano Belletti,Brazil,Right-Back,Villarreal CF,Spain,FC Barcelona,Spain,6000000.0,2004
5716,Sonny Anderson,Brazil,Centre-Forward,Villarreal CF,Spain,Al-Rayyan SC,Qatar,2000000.0,2004
5717,Sergio Ballesteros,Spain,Centre-Back,Villarreal CF,Spain,RCD Mallorca,Spain,1000000.0,2004
5718,Carlos Aranda,Spain,Centre-Forward,Villarreal CF,Spain,Sevilla FC,Spain,725000.0,2004
5719,Unai Vergara,Spain,Centre-Back,Villarreal CF,Spain,Elche CF,Spain,0.0,2004
5720,Rubén Reyes,Spain,Central Midfield,Villarreal CF,Spain,Albacete Balompié,Spain,?,2004
5721,Víctor Fernández,Spain,Centre-Forward,Villarreal CF,Spain,Real Valladolid CF,Spain,?,2004
5722,Pere Martí,Spain,Defensive Midfield,Villarreal CF,Spain,Elche CF,Spain,?,2004
5723,Stefano Fiore,Italy,Attacking Midfield,SS Lazio,Italy,Valencia CF,Spain,17000000.0,2004
5724,Marco Di Vaio,Italy,Centre-Forward,Juventus FC,Italy,Valencia CF,Spain,11000000.0,2004
5725,Bernardo Corradi,Italy,Centre-Forward,SS Lazio,Italy,Valencia CF,Spain,10000000.0,2004
5726,Marco Caneira,Portugal,Centre-Back,FC Girondins Bordeaux,France,Valencia CF,Spain,2000000.0,2004
5727,Ludovic Butelle,France,Goalkeeper,FC Metz,France,Valencia CF,Spain,0.0,2004
5728,Emiliano Moretti,Italy,Centre-Back,Parma FC,Italy,Valencia CF,Spain,0.0,2004
5729,David Silva,Spain,Attacking Midfield,Valencia CF B,Spain,Valencia CF,Spain,0.0,2004
5730,Jaime Gavilán,Spain,Left Winger,Valencia CF B,Spain,Valencia CF,Spain,0.0,2004
5731,Pedro López,Spain,Right-Back,Valencia CF B,Spain,Valencia CF,Spain,0.0,2004
5732,Raúl Albiol,Spain,Centre-Back,Valencia CF B,Spain,Valencia CF,Spain,0.0,2004
5733,Ricardo Oliveira,Brazil,Centre-Forward,Valencia CF,Spain,Real Betis Balompié,Spain,4500000.0,2004
5734,John Carew,Norway,Centre-Forward,Valencia CF,Spain,Besiktas JK,Turkey,3500000.0,2004
5735,Mauricio Pellegrino,Argentina,Centre-Back,Valencia CF,Spain,Liverpool FC,England,0.0,2004
5736,Juan Sánchez,Spain,Centre-Forward,Valencia CF,Spain,Celta de Vigo,Spain,0.0,2004
5737,David Rangel,Spain,Goalkeeper,Valencia CF,Spain,UE Lleida,Spain,0.0,2004
5738,Miguel Albiol,Spain,Right Midfield,Valencia CF,Spain,Rayo Vallecano,Spain,0.0,2004
5739,Jean Félix Dorothée,France,Right Midfield,Valencia CF,Spain,Valencia CF B,Spain,0.0,2004
5740,Fabricio Coloccini,Argentina,Centre-Back,AC Milan,Italy,Deportivo de La Coruña,Spain,5000000.0,2004
5741,Momo,Spain,Left Winger,UD Las Palmas,Spain,Deportivo de La Coruña,Spain,0.0,2004
5742,Rubén Castro,Spain,Centre-Forward,UD Las Palmas,Spain,Deportivo de La Coruña,Spain,0.0,2004
5743,Xisco,Spain,Centre-Forward,RC Deportivo B,Spain,Deportivo de La Coruña,Spain,0.0,2004
5744,José Amavisca,Spain,Left Midfield,Deportivo de La Coruña,Spain,RCD Espanyol Barcelona,Spain,1000000.0,2004
5745,Noureddine Naybet,Morocco,Centre-Back,Deportivo de La Coruña,Spain,Tottenham Hotspur,England,1000000.0,2004
5746,Sebastián Abreu,Uruguay,Centre-Forward,Deportivo de La Coruña,Spain,Club Nacional,Uruguay,200000.0,2004
5747,Djalminha,Brazil,Attacking Midfield,Deportivo de La Coruña,Spain,CF América,Mexico,0.0,2004
5748,Jaime,Spain,Defensive Midfield,Deportivo de La Coruña,Spain,Albacete Balompié,Spain,0.0,2004
5749,Iván Pérez,Spain,Centre-Forward,Deportivo de La Coruña,Spain,Girona FC,Spain,?,2004
5753,Didier Domi,France,Left-Back,Paris Saint-Germain,France,RCD Espanyol Barcelona,Spain,1500000.0,2004
5754,José Amavisca,Spain,Left Midfield,Deportivo de La Coruña,Spain,RCD Espanyol Barcelona,Spain,1000000.0,2004
5755,Carlos Kameni,Cameroon,Goalkeeper,Le Havre AC,France,RCD Espanyol Barcelona,Spain,550000.0,2004
5756,Dani García,Spain,Centre-Forward,FC Barcelona,Spain,RCD Espanyol Barcelona,Spain,0.0,2004
5757,Óscar Serrano,Spain,Left Midfield,UE Figueres,Spain,RCD Espanyol Barcelona,Spain,0.0,2004
5758,Mauricio Pochettino,Argentina,Centre-Back,FC Girondins Bordeaux,France,RCD Espanyol Barcelona,Spain,?,2004
5759,Ferrán Corominas,Spain,Centre-Forward,RCD Espanyol B,Spain,RCD Espanyol Barcelona,Spain,0.0,2004
5760,Gorka Iraizoz,Spain,Goalkeeper,RCD Espanyol B,Spain,RCD Espanyol Barcelona,Spain,0.0,2004
5761,Dani Jarque,Spain,Centre-Back,RCD Espanyol B,Spain,RCD Espanyol Barcelona,Spain,0.0,2004
5762,Jonathan Soriano,Spain,Centre-Forward,RCD Espanyol B,Spain,RCD Espanyol Barcelona,Spain,0.0,2004
5763,Jordi Cruyff,Netherlands,Attacking Midfield,RCD Espanyol Barcelona,Spain,ASC De Volewijckers,Netherlands,0.0,2004
5764,Cyril Domoraud,Cote d'Ivoire,Centre-Back,RCD Espanyol Barcelona,Spain,Konyaspor,Turkey,0.0,2004
5765,Tayfun Korkut,Turkey,Right Midfield,RCD Espanyol Barcelona,Spain,Besiktas JK,Turkey,0.0,2004
5766,Luismi,Spain,Second Striker,RCD Espanyol Barcelona,Spain,Albacete Balompié,Spain,0.0,2004
5767,Pierre Womé,Cameroon,Left-Back,RCD Espanyol Barcelona,Spain,Brescia Calcio,Italy,0.0,2004
5768,Carlos García,Spain,Centre-Back,RCD Espanyol Barcelona,Spain,Polideportivo Ejido,Spain,0.0,2004
5769,Mustapha Hadji,Morocco,Attacking Midfield,RCD Espanyol Barcelona,Spain,Al-Ain FC,United Arab Emirates,0.0,2004
5770,Óscar García,Spain,Attacking Midfield,RCD Espanyol Barcelona,Spain,UE Lleida,Spain,0.0,2004
5771,Raúl Molina,Spain,Centre-Forward,RCD Espanyol Barcelona,Spain,Xerez CD,Spain,0.0,2004
5772,Kevin Bobson,Netherlands,Left Winger,RCD Espanyol Barcelona,Spain,Willem II Tilburg,Netherlands,?,2004
5773,Manel,Spain,Centre-Forward,RCD Espanyol Barcelona,Spain,CF Badalona,Spain,?,2004
5774,Adrián Bastía,Argentina,Defensive Midfield,RCD Espanyol Barcelona,Spain,Club Estudiantes de La Plata,Argentina,?,2004
5775,Sergio Postigo,Spain,Centre-Forward,RCD Espanyol Barcelona,Spain,Girona FC,Spain,?,2004
5778,Peter Luccin,France,Defensive Midfield,Celta de Vigo,Spain,Atlético de Madrid,Spain,5000000.0,2004
5779,Juan Velasco,Spain,Right-Back,Celta de Vigo,Spain,Atlético de Madrid,Spain,4000000.0,2004
5780,Luis Amaranto Perea,Colombia,Centre-Back,CA Boca Juniors,Argentina,Atlético de Madrid,Spain,3300000.0,2004
5781,Pablo Ibáñez,Spain,Centre-Back,Albacete Balompié,Spain,Atlético de Madrid,Spain,3000000.0,2004
5782,Jesper Grönkjaer,Denmark,Left Winger,Birmingham City,England,Atlético de Madrid,Spain,2000000.0,2004
5783,Richard Núñez,Uruguay,Attacking Midfield,Grasshopper Club Zurich,Switzerland,Atlético de Madrid,Spain,300000.0,2004
5784,Marcelo Sosa,Uruguay,Defensive Midfield,Spartak Moscow,Russia,Atlético de Madrid,Spain,0.0,2004
5785,Leo Franco,Argentina,Goalkeeper,RCD Mallorca,Spain,Atlético de Madrid,Spain,0.0,2004
5786,Antonio López,Spain,Left-Back,CA Osasuna,Spain,Atlético de Madrid,Spain,0.0,2004
5787,Braulio Nóbrega,Spain,Centre-Forward,Atlético de Madrid B,Spain,Atlético de Madrid,Spain,0.0,2004
5788,Francisco Molinero,Spain,Right-Back,Atlético de Madrid B,Spain,Atlético de Madrid,Spain,0.0,2004
5789,Iván Cuéllar,Spain,Goalkeeper,Atlético de Madrid B,Spain,Atlético de Madrid,Spain,0.0,2004
5790,Raúl Medina,Spain,Central Midfield,Atlético de Madrid B,Spain,Atlético de Madrid,Spain,0.0,2004
5791,José Ignacio Zahinos,Spain,Defensive Midfield,Atlético de Madrid B,Spain,Atlético de Madrid,Spain,0.0,2004
5792,Pinda,Spain,Goalkeeper,Atlético de Madrid,Spain,Albacete Balompié,Spain,0.0,2004
5793,Diego Simeone,Argentina,Central Midfield,Atlético de Madrid,Spain,Racing Club,Argentina,0.0,2004
5794,Catalin Munteanu,Romania,Attacking Midfield,Atlético de Madrid,Spain,Real Murcia CF,Spain,0.0,2004
5795,Rodrigo Fabri,Brazil,Attacking Midfield,Atlético de Madrid,Spain,Clube Atlético Mineiro,Brazil,0.0,2004
5796,Diego Rivas,Spain,Central Midfield,Atlético de Madrid,Spain,Getafe CF,Spain,0.0,2004
5797,Gaspar Gálvez,Spain,Centre-Back,Atlético de Madrid,Spain,Deportivo Alavés,Spain,0.0,2004
5798,José María Movilla,Spain,Defensive Midfield,Atlético de Madrid,Spain,Real Zaragoza,Spain,0.0,2004
5799,Juanma Barrero,Spain,Goalkeeper,Atlético de Madrid,Spain,CD Numancia,Spain,0.0,2004
5800,Javi Moreno,Spain,Centre-Forward,Atlético de Madrid,Spain,Real Zaragoza,Spain,0.0,2004
5802,Toño,Spain,Goalkeeper,Recreativo Huelva,Spain,Racing Santander,Spain,1140000.0,2004
5803,Fernando Marqués,Spain,Right Winger,Rayo Vallecano,Spain,Racing Santander,Spain,0.0,2004
5804,Argel Fuchs,Brazil,Centre-Back,SL Benfica,Portugal,Racing Santander,Spain,0.0,2004
5805,Gerardo Torrado,Mexico,Defensive Midfield,Sevilla FC,Spain,Racing Santander,Spain,0.0,2004
5806,David Aganzo,Spain,Centre-Forward,Real Madrid,Spain,Racing Santander,Spain,0.0,2004
5807,Walid Regragui,Morocco,Right-Back,AC Ajaccio,France,Racing Santander,Spain,0.0,2004
5808,Icham Mouissi,Algeria,Right Winger,Racing Ferrol,Spain,Racing Santander,Spain,?,2004
5809,Xabi Pascual,Spain,Goalkeeper,Amurrio Club,Spain,Racing Santander,Spain,?,2004
5810,Alessandro Pierini,Italy,Centre-Back,Udinese Calcio,Italy,Racing Santander,Spain,?,2004
5811,Oriol Lozano,Spain,Centre-Back,Rayo Cantabria,Spain,Racing Santander,Spain,0.0,2004
5812,Antonio Tomás,Spain,Central Midfield,Rayo Cantabria,Spain,Racing Santander,Spain,0.0,2004
5813,Argel Fuchs,Brazil,Centre-Back,Racing Santander,Spain,Cruzeiro Esporte Clube,Brazil,0.0,2004
5814,Cristian Álvarez,Argentina,Right-Back,Racing Santander,Spain,Córdoba CF,Spain,0.0,2004
5815,Arthuro,Brazil,Centre-Forward,Racing Santander,Spain,Sporting Gijón,Spain,0.0,2004
5816,David Coromina,Spain,Right-Back,Racing Santander,Spain,Deportivo Alavés,Spain,0.0,2004
5817,Rodolfo Bodipo,Equatorial Guinea,Centre-Forward,Racing Santander,Spain,Deportivo Alavés,Spain,0.0,2004
5818,Pablo Lago,Spain,Central Midfield,Racing Santander,Spain,Sporting Gijón,Spain,?,2004
5819,Borja,Spain,Goalkeeper,Racing Santander,Spain,Oviedo Astur CF,Spain,?,2004
5820,Endika Bordas,Spain,Central Midfield,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,2004
5821,Gorka Azkorra,Spain,Right Winger,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,2004
5822,Javi Casas,Spain,Left-Back,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,2004
5823,Aritz Solabarrieta,Spain,Right Midfield,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,2004
5824,Fernando Llorente,Spain,Centre-Forward,CD Basconia,Spain,Athletic Bilbao,Spain,0.0,2004
5825,Roberto Pampín,Spain,Goalkeeper,Athletic Bilbao B,Spain,Athletic Bilbao,Spain,0.0,2004
5827,Walter Samuel,Argentina,Centre-Back,AS Roma,Italy,Real Madrid,Spain,25000000.0,2004
5828,Jonathan Woodgate,England,Centre-Back,Newcastle United,England,Real Madrid,Spain,18300000.0,2004
5829,Michael Owen,England,Centre-Forward,Liverpool FC,England,Real Madrid,Spain,12000000.0,2004
5830,Thomas Gravesen,Denmark,Defensive Midfield,Everton FC,England,Real Madrid,Spain,3400000.0,2004
5831,Fernando Morientes,Spain,Centre-Forward,Real Madrid,Spain,Liverpool FC,England,9250000.0,2004
5832,Jordi López,Spain,Central Midfield,Real Madrid,Spain,Sevilla FC,Spain,0.0,2004
