,playerName,primNat,pos,formClub,formNation,newClub,newNation,transferCost,transferYear
8552,Carlos Bueno,Uruguay,Centre-Forward,Paris Saint-Germain,France,CA Boca Juniors,Argentina,0.0,2007
8553,Marcelo Gallardo,Argentina,Attacking Midfield,Paris Saint-Germain,France,D.C. United,United States,0.0,2007
8554,Samuel Piètre,France,Right Winger,Paris Saint-Germain,France,APO Levadiakos,Greece,0.0,2007
8555,Nicolas Cousin,France,Goalkeeper,Paris Saint-Germain,France,Angers SCO,France,0.0,2007
8556,Onyekachi Apam,Nigeria,Centre-Back,Enugu Rangers IFC,Nigeria,OGC Nice,France,850000.0,2007
8557,David Hellebuyck,France,Central Midfield,Paris Saint-Germain,France,OGC Nice,France,800000.0,2007
8558,Joseph-Désiré Job,Cameroon,Centre-Forward,CS Sedan-Ardennes,France,OGC Nice,France,500000.0,2007
8559,Derek Asamoah,Ghana,Second Striker,Shrewsbury Town,England,OGC Nice,France,50000.0,2007
8560,Nduka Ozokwo,Nigeria,Right Winger,Enugu Rangers IFC,Nigeria,OGC Nice,France,0.0,2007
8561,Patrick Barul,France,Right-Back,RC Lens,France,OGC Nice,France,0.0,2007
8562,Vincent Hognon,France,Centre-Back,AS Saint-Étienne,France,OGC Nice,France,0.0,2007
8563,Cyril Jeunechamp,France,Defensive Midfield,Stade Rennais FC,France,OGC Nice,France,0.0,2007
8564,Alaeddine Yahia,Tunisia,Centre-Back,CS Sedan-Ardennes,France,OGC Nice,France,0.0,2007
8565,Gérald Cid,France,Centre-Back,Bolton Wanderers,England,OGC Nice,France,0.0,2007
8566,Mickaël Buscher,France,Left Winger,OGC Nice B,France,OGC Nice,France,0.0,2007
8567,Anthony Modeste,France,Centre-Forward,OGC Nice B,France,OGC Nice,France,0.0,2007
8568,Rod Fanni,France,Right-Back,OGC Nice,France,Stade Rennais FC,France,3500000.0,2007
8569,David Bellion,France,Centre-Forward,OGC Nice,France,FC Girondins Bordeaux,France,2000000.0,2007
8570,Jacques Abardonado,France,Centre-Back,OGC Nice,France,1.FC Nuremberg,Germany,1500000.0,2007
8571,Marama Vahirua,Tahiti,Second Striker,OGC Nice,France,FC Lorient,France,1200000.0,2007
8572,Anthar Yahia,Algeria,Centre-Back,OGC Nice,France,VfL Bochum,Germany,800000.0,2007
8573,Cédric Varrault,France,Centre-Back,OGC Nice,France,AS Saint-Étienne,France,800000.0,2007
8574,Franco Dolci,Argentina,Defensive Midfield,OGC Nice,France,Club Atlético Talleres,Argentina,0.0,2007
8575,Mickaël Buscher,France,Left Winger,OGC Nice,France,Gretna FC (- 2008),Scotland,0.0,2007
8576,Thibault Scotto,France,Right-Back,OGC Nice,France,FC Istres Ouest Provence ,France,0.0,2007
8577,Olivier Fauconnier,Guadeloupe,Centre-Forward,OGC Nice,France,Henan Jianye,China,0.0,2007
8578,Williams Martínez,Uruguay,Centre-Back,Defensor Sporting Club,Uruguay,Valenciennes FC,France,1200000.0,2007
8579,Carlos Sánchez,Colombia,Defensive Midfield,CA River Plate Montevideo,Uruguay,Valenciennes FC,France,1200000.0,2007
8580,Grégory Pujol,France,Centre-Forward,CS Sedan-Ardennes,France,Valenciennes FC,France,1000000.0,2007
8581,Johan Audel,Martinique,Left Winger,LOSC Lille,France,Valenciennes FC,France,900000.0,2007
8582,David Ducourtioux,France,Right-Back,CS Sedan-Ardennes,France,Valenciennes FC,France,200000.0,2007
8583,David Sommeil,Guadeloupe,Centre-Back,Sheffield United,England,Valenciennes FC,France,0.0,2007
8584,Djamel Belmadi,Algeria,Right Midfield,Southampton FC,England,Valenciennes FC,France,0.0,2007
8585,Eric Hassli,France,Centre-Forward,Valenciennes FC,France,FC Zürich,Switzerland,600000.0,2007
8586,Patrick Paauwe,Netherlands,Centre-Back,Valenciennes FC,France,Borussia Mönchengladbach,Germany,500000.0,2007
8587,Freddy Bourgeois,France,Defensive Midfield,Valenciennes FC,France,Dijon FCO,France,0.0,2007
8588,Thomas Dossevi,Togo,Centre-Forward,Valenciennes FC,France,FC Nantes,France,0.0,2007
8589,Ludovic Liron,France,Centre-Back,Valenciennes FC,France,Stade Reims,France,0.0,2007
8590,Laurent Dufresne,France,Centre-Forward,Valenciennes FC,France,LB Châteauroux,France,0.0,2007
8591,Maxence Flachez,France,Centre-Back,Valenciennes FC,France,Grenoble Foot 38,France,0.0,2007
8592,Orlando Silvestri,France,Left-Back,Valenciennes FC,France,Royal Boussu Dour Borinage,Belgium,?,2007
8593,Daniel Gygax,Switzerland,Attacking Midfield,LOSC Lille,France,FC Metz,France,500000.0,2007
8594,Jeff Strasser,Luxembourg,Centre-Back,RC Strasbourg Alsace,France,FC Metz,France,0.0,2007
8595,Vincent Bessat,France,Left-Back,CS Louhans-Cuiseaux 71,France,FC Metz,France,0.0,2007
8596,Victor Mendy,Senegal,Centre-Forward,Paris FC,France,FC Metz,France,0.0,2007
8597,Cédric Barbosa,France,Left Winger,ESTAC Troyes,France,FC Metz,France,0.0,2007
8598,Vivian,Brazil,Centre-Back,Grenoble Foot 38,France,FC Metz,France,0.0,2007
8599,Pierre Ebéde,Cameroon,Goalkeeper,Panathinaikos Athens,Greece,FC Metz,France,0.0,2007
8600,Richard Trivino,France,Goalkeeper,US Créteil-Lusitanos,France,FC Metz,France,0.0,2007
8601,Jean-Emmanuel Effa-Owona,Cameroon,Centre-Forward,US Créteil-Lusitanos,France,FC Metz,France,0.0,2007
8602,Joris Delle,France,Goalkeeper,FC Metz U19,France,FC Metz,France,0.0,2007
8603,Rudy Gestede,Benin,Centre-Forward,FC Metz B,France,FC Metz,France,0.0,2007
8604,Cyril Chapuis,France,Centre-Forward,Without Club,N/A,FC Metz,France,0.0,2007
8605,Miralem Pjanic,Bosnia-Herzegovina,Central Midfield,FC Metz B,France,FC Metz,France,0.0,2007
8606,Kyeong-jun Eo,"Korea, South",Right Winger,FC Metz B,France,FC Metz,France,0.0,2007
8607,Oumar Pouye,Senegal,Centre-Forward,FC Metz B,France,FC Metz,France,0.0,2007
8608,Miralem Pjanic,Bosnia-Herzegovina,Central Midfield,FC Metz,France,Olympique Lyon,France,7500000.0,2007
8609,Roy Contout,French Guiana,Right Winger,FC Metz,France,Amiens SC,France,0.0,2007
8610,Moktar Mangane,Senegal,Defence,FC Metz,France,Tours FC,France,0.0,2007
8611,Christophe Walter,France,Defensive Midfield,FC Metz,France,SV 07 Elversberg,Germany,0.0,2007
8612,Jean-Emmanuel Effa-Owona,Cameroon,Centre-Forward,FC Metz,France,Al-Sailiya SC,Qatar,0.0,2007
8613,Franck Béria,France,Right-Back,FC Metz,France,LOSC Lille,France,0.0,2007
8614,Wilmer Aguirre,Peru,Centre-Forward,FC Metz,France,Club Alianza Lima,Peru,?,2007
8615,Emmanuel Francoise,France,Left Winger,FC Metz,France,FC Metz B,France,0.0,2007
8616,Benjamin Nivet,France,Attacking Midfield,ESTAC Troyes,France,SM Caen,France,1000000.0,2007
8617,Karl Svensson,Sweden,Centre-Back,Rangers FC,Scotland,SM Caen,France,1000000.0,2007
8618,Juan Eluchans,Argentina,Left-Back,CA Independiente,Argentina,SM Caen,France,750000.0,2007
8619,Alexis Thébaux,France,Goalkeeper,Dijon FCO,France,SM Caen,France,0.0,2007
8620,Florian Boucansaud,France,Centre-Back,ESTAC Troyes,France,SM Caen,France,0.0,2007
8621,Oumar N'Diaye,Mauritania,Centre-Back,USON Mondeville,France,SM Caen,France,0.0,2007
8622,Rémi Gomis,Senegal,Defensive Midfield,Stade Lavallois,France,SM Caen,France,?,2007
8623,Youssef Adnane,France,Centre-Forward,Stade Brestois 29,France,SM Caen,France,?,2007
8624,Elliot Grandin,France,Attacking Midfield,SM Caen,France,Olympique Marseille,France,400000.0,2007
8625,Aziz Ben Askar,Morocco,Centre-Back,SM Caen,France,Al-Shamal SC,Qatar,0.0,2007
8627,Grégory Paisley,France,Left-Back,ESTAC Troyes,France,RC Strasbourg Alsace,France,900000.0,2007
8628,Zoltán Szélesi,Hungary,Right-Back,FC Energie Cottbus,Germany,RC Strasbourg Alsace,France,450000.0,2007
8629,James Fanchone,France,Right Winger,Le Mans Union Club 72,France,RC Strasbourg Alsace,France,0.0,2007
8630,Pierre Ducrocq,France,Defensive Midfield,Le Havre AC,France,RC Strasbourg Alsace,France,0.0,2007
8631,Manuel dos Santos,Cape Verde,Left-Back,AS Monaco,France,RC Strasbourg Alsace,France,0.0,2007
8632,Stéphane Tritz,France,Right-Back,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2007
8633,Anthony Weber,France,Centre-Back,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2007
8634,Quentin Othon,France,Defensive Midfield,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2007
8635,Morgan Schneiderlin,France,Defensive Midfield,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2007
8636,Simon Zenke,Nigeria,Right Winger,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2007
8637,Mamadou Bah,Guinea,Defensive Midfield,Racing Strasbourg B,France,RC Strasbourg Alsace,France,0.0,2007
8638,Hosny Abd Rabo,Egypt,Central Midfield,RC Strasbourg Alsace,France,Ismaily SC,Egypt,500000.0,2007
8639,Gaetan Krebs,France,Central Midfield,RC Strasbourg Alsace,France,Hannover 96,Germany,500000.0,2007
8640,Jean-Christophe Vergerolle,France,Left-Back,RC Strasbourg Alsace,France,EA Guingamp,France,0.0,2007
8641,Jeff Strasser,Luxembourg,Centre-Back,RC Strasbourg Alsace,France,FC Metz,France,0.0,2007
8642,Tommy de Jong,France,Attacking Midfield,RC Strasbourg Alsace,France,FC Martigues,France,0.0,2007
8643,Jean-Christophe Devaux,France,Centre-Back,RC Strasbourg Alsace,France,Stade Reims,France,0.0,2007
8644,Yves Deroff,France,Right-Back,RC Strasbourg Alsace,France,EA Guingamp,France,0.0,2007
8645,Haykel Gmamdia,Tunisia,Centre-Forward,RC Strasbourg Alsace,France,Racing Strasbourg B,France,0.0,2007
8646,Ederson,Brazil,Attacking Midfield,OGC Nice,France,Olympique Lyon,France,14900000.0,2008
8647,Jean Makoun,Cameroon,Defensive Midfield,LOSC Lille,France,Olympique Lyon,France,14000000.0,2008
8648,Hugo Lloris,France,Goalkeeper,OGC Nice,France,Olympique Lyon,France,8500000.0,2008
8649,John Mensah,Ghana,Centre-Back,Stade Rennais FC,France,Olympique Lyon,France,8400000.0,2008
8650,Frédéric Piquionne,Martinique,Centre-Forward,AS Monaco,France,Olympique Lyon,France,4500000.0,2008
8651,Sébastien Faure,France,Right-Back,Olympique Lyon U19,France,Olympique Lyon,France,0.0,2008
8652,Nicolas Seguin,France,Centre-Back,Olympique Lyon B,France,Olympique Lyon,France,0.0,2008
8653,Lamine Gassama,Senegal,Right-Back,Olympique Lyon U19,France,Olympique Lyon,France,0.0,2008
8654,Daniel Ravier,France,Midfield,Olympique Lyon U19,France,Olympique Lyon,France,0.0,2008
8655,Saïd Mehamha,Algeria,Defensive Midfield,Olympique Lyon B,France,Olympique Lyon,France,0.0,2008
8656,Yannis Tafer,Algeria,Right Midfield,Olympique Lyon U19,France,Olympique Lyon,France,0.0,2008
8657,Hatem Ben Arfa,France,Attacking Midfield,Olympique Lyon,France,Olympique Marseille,France,12000000.0,2008
8658,Loïc Rémy,France,Centre-Forward,Olympique Lyon,France,OGC Nice,France,8000000.0,2008
8659,Sébastien Squillaci,France,Centre-Back,Olympique Lyon,France,Sevilla FC,Spain,6500000.0,2008
8660,Milan Baros,Czech Republic,Centre-Forward,Olympique Lyon,France,Galatasaray,Turkey,5500000.0,2008
8661,Grégory Coupet,France,Goalkeeper,Olympique Lyon,France,Atlético de Madrid,Spain,2000000.0,2008
8662,Fábio Santos,Brazil,Defensive Midfield,Olympique Lyon,France,Fluminense Football Club,Brazil,0.0,2008
8663,Patrick Müller,Switzerland,Centre-Back,Olympique Lyon,France,AS Monaco,France,0.0,2008
8664,Fred,Brazil,Centre-Forward,Olympique Lyon,France,Fluminense Football Club,Brazil,0.0,2008
8667,Hatem Ben Arfa,France,Attacking Midfield,Olympique Lyon,France,Olympique Marseille,France,12000000.0,2008
8668,Bakari Koné,Cote d'Ivoire,Right Winger,OGC Nice,France,Olympique Marseille,France,9000000.0,2008
8669,Brandão,Brazil,Centre-Forward,Shakhtar Donetsk,Ukraine,Olympique Marseille,France,6000000.0,2008
8670,Hilton,Brazil,Centre-Back,RC Lens,France,Olympique Marseille,France,5000000.0,2008
8671,Steve Mandanda,France,Goalkeeper,Le Havre AC,France,Olympique Marseille,France,2500000.0,2008
8672,Mamadou Samassa,Mali,Centre-Forward,Le Mans Union Club 72,France,Olympique Marseille,France,600000.0,2008
8673,Elamine Erbate,Morocco,Centre-Back,Raja Club Athletic,Morocco,Olympique Marseille,France,500000.0,2008
8674,Rudy Riou,France,Goalkeeper,FC Toulouse,France,Olympique Marseille,France,200000.0,2008
8675,Hilaire Muñoz,France,Goalkeeper,SO Cassis Carnoux,France,Olympique Marseille,France,120000.0,2008
8676,Sylvain Wiltord,France,Second Striker,Stade Rennais FC,France,Olympique Marseille,France,0.0,2008
8677,Guy Gnabouyou,France,Centre-Forward,Olympique de Marseille B,France,Olympique Marseille,France,0.0,2008
8678,Dmitriy Nepogodov,Kazakhstan,Goalkeeper,Olympique de Marseille B,France,Olympique Marseille,France,0.0,2008
8679,Samir Nasri,France,Attacking Midfield,Olympique Marseille,France,Arsenal FC,England,16000000.0,2008
8680,Cédric Carrasso,France,Goalkeeper,Olympique Marseille,France,FC Toulouse,France,2500000.0,2008
8681,Habib Bamogo,Burkina Faso,Second Striker,Olympique Marseille,France,OGC Nice,France,1500000.0,2008
8682,Elamine Erbate,Morocco,Centre-Back,Olympique Marseille,France,Al-Wahda FC Abu Dhabi,United Arab Emirates,900000.0,2008
8683,Jacques Faty,Senegal,Centre-Back,Olympique Marseille,France,FC Sochaux-Montbéliard,France,750000.0,2008
8684,Bostjan Cesar,Slovenia,Centre-Back,Olympique Marseille,France,Grenoble Foot 38,France,400000.0,2008
8685,Vincent Gragnic,France,Attacking Midfield,Olympique Marseille,France,Stade Reims,France,100000.0,2008
8686,Wilson Oruma,Nigeria,Attacking Midfield,Olympique Marseille,France,EA Guingamp,France,0.0,2008
8687,Medhi Benatia,Morocco,Centre-Back,Olympique Marseille,France,Clermont Foot Auvergne 63,France,0.0,2008
8688,Sébastien Hamel,France,Goalkeeper,Olympique Marseille,France,FC Toulouse,France,0.0,2008
8690,Sören Larsen,Denmark,Centre-Forward,FC Schalke 04,Germany,FC Toulouse,France,3000000.0,2008
8691,Étienne Didot,France,Central Midfield,Stade Rennais FC,France,FC Toulouse,France,3000000.0,2008
8692,Cédric Carrasso,France,Goalkeeper,Olympique Marseille,France,FC Toulouse,France,2500000.0,2008
8693,Mauro Cetto,Argentina,Centre-Back,FC Nantes,France,FC Toulouse,France,1300000.0,2008
8694,Daniel Braaten,Norway,Right Winger,Bolton Wanderers,England,FC Toulouse,France,0.0,2008
8695,Sébastien Hamel,France,Goalkeeper,Olympique Marseille,France,FC Toulouse,France,0.0,2008
8696,Olivier Blondel,France,Goalkeeper,Le Havre AC,France,FC Toulouse,France,0.0,2008
8697,Mathieu Berson,France,Defensive Midfield,Levante UD,Spain,FC Toulouse,France,0.0,2008
8698,Ahmed Soukouna,France,Centre-Forward,Toulouse FC B,France,FC Toulouse,France,0.0,2008
8699,Anthony Ouasfane,Algeria,Centre-Back,Toulouse FC B,France,FC Toulouse,France,0.0,2008
8700,Franck Tabanou,France,Left-Back,Toulouse FC B,France,FC Toulouse,France,0.0,2008
8701,Oumar N'Diaye,Mauritania,Defensive Midfield,Toulouse FC B,France,FC Toulouse,France,0.0,2008
8702,Johan Elmander,Sweden,Centre-Forward,FC Toulouse,France,Bolton Wanderers,England,12600000.0,2008
8703,Achille Emaná,Cameroon,Attacking Midfield,FC Toulouse,France,Real Betis Balompié,Spain,7000000.0,2008
8704,Nicolas Douchez,France,Goalkeeper,FC Toulouse,France,Stade Rennais FC,France,2000000.0,2008
8705,Jon Jönsson,Sweden,Centre-Back,FC Toulouse,France,Bröndby IF,Denmark,500000.0,2008
8706,Nicolas Dieuze,France,Central Midfield,FC Toulouse,France,Le Havre AC,France,400000.0,2008
8707,Rudy Riou,France,Goalkeeper,FC Toulouse,France,Olympique Marseille,France,200000.0,2008
8708,Laurent Batlles,France,Central Midfield,FC Toulouse,France,Grenoble Foot 38,France,0.0,2008
8709,Walid Cherfa,Algeria,Left-Back,FC Toulouse,France,Gimnàstic de Tarragona,Spain,0.0,2008
8710,Alsény Camara,Guinea,Centre-Back,FC Toulouse,France,LB Châteauroux,France,0.0,2008
8711,Santos,Tunisia,Centre-Forward,FC Toulouse,France,FC Sochaux-Montbéliard,France,0.0,2008
8712,Alan Mermillod,France,Goalkeeper,FC Toulouse,France,ESTAC Troyes,France,0.0,2008
8713,Issoumaila Dao,Cote d'Ivoire,Centre-Back,FC Toulouse,France,SC Bastia,France,0.0,2008
8714,Fabinho,Brazil,Defensive Midfield,FC Toulouse,France,Cruzeiro Esporte Clube,Brazil,?,2008
8716,Asamoah Gyan,Ghana,Centre-Forward,Udinese Calcio,Italy,Stade Rennais FC,France,8000000.0,2008
8717,Lucien Aubey,Congo,Centre-Back,RC Lens,France,Stade Rennais FC,France,2000000.0,2008
8718,Kader Mangane,Senegal,Centre-Back,RC Lens,France,Stade Rennais FC,France,2000000.0,2008
8719,Nicolas Douchez,France,Goalkeeper,FC Toulouse,France,Stade Rennais FC,France,2000000.0,2008
8720,Carlos Bocanegra,United States,Centre-Back,Fulham FC,England,Stade Rennais FC,France,0.0,2008
8721,Kévin Théophile-Catherine,Martinique,Centre-Back,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2008
8722,Benjamin Moukandjo,Cameroon,Centre-Forward,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2008
8723,Prince Oniangué,Congo,Defensive Midfield,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2008
8724,Samuel Souprayen,France,Centre-Back,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2008
8725,Damien Le Tallec,France,Defensive Midfield,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2008
8726,Fabrice Ondama,Congo,Centre-Forward,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2008
8727,Yann M'Vila,France,Defensive Midfield,Stade Rennais FC B,France,Stade Rennais FC,France,0.0,2008
8728,John Mensah,Ghana,Centre-Back,Stade Rennais FC,France,Olympique Lyon,France,8400000.0,2008
8729,Étienne Didot,France,Central Midfield,Stade Rennais FC,France,FC Toulouse,France,3000000.0,2008
8730,Simon Pouplin,France,Goalkeeper,Stade Rennais FC,France,SC Freiburg,Germany,400000.0,2008
8731,Fabrice Catherine,France,Goalkeeper,Stade Rennais FC,France,AS Cherbourg,France,0.0,2008
8732,Sylvain Wiltord,France,Second Striker,Stade Rennais FC,France,Olympique Marseille,France,0.0,2008
8733,Yoan Gouffran,France,Left Winger,SM Caen,France,FC Girondins Bordeaux,France,6500000.0,2008
8734,Diego Placente,Argentina,Left-Back,CA San Lorenzo de Almagro,Argentina,FC Girondins Bordeaux,France,0.0,2008
8735,Cheick Diabaté,Mali,Centre-Forward,FC Girondins Bordeaux B,France,FC Girondins Bordeaux,France,0.0,2008
8736,Floyd Ayité,Togo,Left Winger,FC Girondins Bordeaux B,France,FC Girondins Bordeaux,France,0.0,2008
8737,Abdou Traoré,Mali,Central Midfield,FC Girondins Bordeaux B,France,FC Girondins Bordeaux,France,0.0,2008
8738,Grégory Sertic,France,Defensive Midfield,FC Girondins Bordeaux B,France,FC Girondins Bordeaux,France,0.0,2008
8739,Alejandro Alonso,Argentina,Right Midfield,FC Girondins Bordeaux,France,AS Monaco,France,2500000.0,2008
8740,Kevin Tunani,France,Centre-Back,FC Girondins Bordeaux,France,US Saint-Malo,France,0.0,2008
8741,David Jemmali,Tunisia,Right-Back,FC Girondins Bordeaux,France,Grenoble Foot 38,France,0.0,2008
8742,Romain Brégerie,France,Centre-Back,FC Girondins Bordeaux,France,FC Metz,France,0.0,2008
8743,Bruno Ecuele Manga,Gabon,Centre-Back,FC Girondins Bordeaux,France,Angers SCO,France,0.0,2008
8744,Youssef Sekour,Morocco,Defensive Midfield,FC Girondins Bordeaux,France,CS Sedan-Ardennes,France,0.0,2008
8745,Juan Pablo Francia,Argentina,Attacking Midfield,FC Girondins Bordeaux,France,Sportivo Belgrano (San Francisco),Argentina,?,2008
8746,Paul Baysse,France,Centre-Back,FC Girondins Bordeaux,France,CS Sedan-Ardennes,France,?,2008
8748,Vaclav Sverkos,Czech Republic,Centre-Forward,FC Banik Ostrava,Czech Republic,FC Sochaux-Montbéliard,France,2500000.0,2008
8749,Yassin Mikari,Tunisia,Left-Back,Grasshopper Club Zurich,Switzerland,FC Sochaux-Montbéliard,France,1500000.0,2008
8750,Damien Perquis,Poland,Centre-Back,AS Saint-Étienne,France,FC Sochaux-Montbéliard,France,1000000.0,2008
8751,Carlão,Brazil,Centre-Back,Sport Club Corinthians Paulista,Brazil,FC Sochaux-Montbéliard,France,800000.0,2008
8752,Jacques Faty,Senegal,Centre-Back,Olympique Marseille,France,FC Sochaux-Montbéliard,France,750000.0,2008
8753,Olivier Thomas,France,Left-Back,FC Nantes,France,FC Sochaux-Montbéliard,France,0.0,2008
8754,Santos,Tunisia,Centre-Forward,FC Toulouse,France,FC Sochaux-Montbéliard,France,0.0,2008
8755,Sloan Privat,French Guiana,Centre-Forward,FC Sochaux-Montbéliard B,France,FC Sochaux-Montbéliard,France,0.0,2008
8756,Geoffrey Tulasne,France,Central Midfield,FC Sochaux-Montbéliard B,France,FC Sochaux-Montbéliard,France,0.0,2008
8757,Ryad Boudebouz,Algeria,Attacking Midfield,FC Sochaux-Montbéliard B,France,FC Sochaux-Montbéliard,France,0.0,2008
8758,Frédéric Duplus,France,Right-Back,FC Sochaux-Montbéliard B,France,FC Sochaux-Montbéliard,France,0.0,2008
8759,Édouard Butin,France,Centre-Forward,FC Sochaux-Montbéliard B,France,FC Sochaux-Montbéliard,France,0.0,2008
8760,Ivan Perisic,Croatia,Left Midfield,FC Sochaux-Montbéliard B,France,FC Sochaux-Montbéliard,France,0.0,2008
8761,Guirane N'Daw,Senegal,Defensive Midfield,FC Sochaux-Montbéliard,France,FC Nantes,France,2700000.0,2008
8762,Sébastien Grax,France,Centre-Forward,FC Sochaux-Montbéliard,France,AS Saint-Étienne,France,2000000.0,2008
8763,Moumouni Dagano,Burkina Faso,Centre-Forward,FC Sochaux-Montbéliard,France,Al-Khor SC,Qatar,850000.0,2008
8764,Álvaro Santos,Brazil,Centre-Forward,FC Sochaux-Montbéliard,France,Örgryte IS,Sweden,0.0,2008
8765,Jérémie Bréchet,France,Centre-Back,FC Sochaux-Montbéliard,France,PSV Eindhoven,Netherlands,0.0,2008
8767,Benjamin Genghini,France,Central Midfield,FC Sochaux-Montbéliard,France,FC Sochaux-Montbéliard B,France,0.0,2008
8768,Dariusz Dudka,Poland,Centre-Back,Wisla Kraków,Poland,AJ Auxerre,France,2500000.0,2008
8769,Adama Coulibaly,Mali,Centre-Back,RC Lens,France,AJ Auxerre,France,2000000.0,2008
8770,Dennis Oliech,Kenya,Right Winger,FC Nantes,France,AJ Auxerre,France,1000000.0,2008
8771,Jérémy Berthod,France,Left-Back,AS Monaco,France,AJ Auxerre,France,1000000.0,2008
8772,Moussa Narry,Ghana,Defensive Midfield,Etoile Sportive du Sahel,Tunisia,AJ Auxerre,France,950000.0,2008
8773,Cédric Hengbart,France,Right-Back,SM Caen,France,AJ Auxerre,France,700000.0,2008
8774,Maurice Dalé,France,Centre-Forward,FC Martigues,France,AJ Auxerre,France,0.0,2008
8775,Jérémy Huyghebaert,Belgium,Left-Back,Excelsior Mouscron (- 2009),Belgium,AJ Auxerre,France,?,2008
8776,Amadou Sidibé,Mali,Left-Back,Djoliba AC Bamako,Mali,AJ Auxerre,France,?,2008
8777,Lynel Kitambala,France,Centre-Forward,AJ Auxerre U19,France,AJ Auxerre,France,0.0,2008
8778,Marc Fachan,France,Right-Back,AJ Auxerre B,France,AJ Auxerre,France,0.0,2008
8779,Delvin N'Dinga,Congo,Defensive Midfield,AJ Auxerre B,France,AJ Auxerre,France,0.0,2008
8780,Frédéric Thomas,France,Central Midfield,AJ Auxerre,France,Le Mans Union Club 72,France,3000000.0,2008
8781,Jean-Sébastien Jaurès,France,Left-Back,AJ Auxerre,France,Borussia Mönchengladbach,Germany,0.0,2008
8782,Alejandro Alonso,Argentina,Right Midfield,FC Girondins Bordeaux,France,AS Monaco,France,2500000.0,2008
8783,Chu-young Park,"Korea, South",Centre-Forward,FC Seoul,"Korea, South",AS Monaco,France,2000000.0,2008
8784,Jean-Jacques Gosso,Cote d'Ivoire,Defensive Midfield,FC Ashdod,Israel,AS Monaco,France,700000.0,2008
8785,Patrick Müller,Switzerland,Centre-Back,Olympique Lyon,France,AS Monaco,France,0.0,2008
8786,Dario Simic,Croatia,Right-Back,AC Milan,Italy,AS Monaco,France,0.0,2008
8787,Igor Lolo,Cote d'Ivoire,Right-Back,Dnipro Dnipropetrovsk (-2020),Ukraine,AS Monaco,France,0.0,2008
8788,Sani Kaita,Nigeria,Defensive Midfield,Sparta Rotterdam,Netherlands,AS Monaco,France,0.0,2008
8789,Torben Joneleit,Germany,Centre-Back,AS Monaco B,Monaco,AS Monaco,France,0.0,2008
8790,Yannick Sagbo,Cote d'Ivoire,Centre-Forward,AS Monaco B,Monaco,AS Monaco,France,0.0,2008
8791,Vincent Ramaël,France,Centre-Forward,AS Monaco B,Monaco,AS Monaco,France,0.0,2008
8792,Nicolas N'Koulou,Cameroon,Centre-Back,AS Monaco B,Monaco,AS Monaco,France,0.0,2008
8793,Yohann Thuram,Guadeloupe,Goalkeeper,AS Monaco B,Monaco,AS Monaco,France,0.0,2008
8794,Kévin Diaz,France,Right Midfield,AS Monaco B,Monaco,AS Monaco,France,0.0,2008
8795,Yohan Mollo,France,Right Winger,AS Monaco B,Monaco,AS Monaco,France,0.0,2008
8796,Distel Zola,DR Congo,Defensive Midfield,AS Monaco B,Monaco,AS Monaco,France,0.0,2008
8797,Lukman Haruna,Nigeria,Central Midfield,AS Monaco B,Monaco,AS Monaco,France,0.0,2008
8798,Jérémy Ménez,France,Centre-Forward,AS Monaco,France,AS Roma,Italy,12000000.0,2008
8799,Frédéric Piquionne,Martinique,Centre-Forward,AS Monaco,France,Olympique Lyon,France,4500000.0,2008
8800,Sylvain Monsoreau,France,Centre-Back,AS Monaco,France,AS Saint-Étienne,France,4000000.0,2008
8801,Jérémy Berthod,France,Left-Back,AS Monaco,France,AJ Auxerre,France,1000000.0,2008
8802,Lucas Bernardi,Argentina,Central Midfield,AS Monaco,France,CA Newell's Old Boys,Argentina,0.0,2008
8803,Rio Mavuba,France,Defensive Midfield,Villarreal CF,Spain,LOSC Lille,France,7000000.0,2008
8804,Túlio de Melo,Brazil,Centre-Forward,US Palermo,Italy,LOSC Lille,France,4000000.0,2008
8805,Robert Vittek,Slovakia,Centre-Forward,1.FC Nuremberg,Germany,LOSC Lille,France,4000000.0,2008
8806,Florent Balmont,France,Central Midfield,OGC Nice,France,LOSC Lille,France,3000000.0,2008
8807,Emil Lyng,Denmark,Left Winger,Aarhus GF,Denmark,LOSC Lille,France,500000.0,2008
8808,Cédric Baseya,DR Congo,Centre-Forward,Southampton FC,England,LOSC Lille,France,0.0,2008
8809,Brian Obino,France,Attacking Midfield,LOSC Lille B,France,LOSC Lille,France,0.0,2008
8810,Jerry Vandam,France,Right-Back,LOSC Lille B,France,LOSC Lille,France,0.0,2008
8811,Eden Hazard,Belgium,Left Winger,LOSC Lille U19,France,LOSC Lille,France,0.0,2008
